Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Navarra, Comunidad Foral de;55 y más años;Hombres;2014;30.866,55
Navarra, Comunidad Foral de;55 y más años;Hombres;2013;25.351,89
Navarra, Comunidad Foral de;55 y más años;Hombres;2012;25.351,50
Navarra, Comunidad Foral de;55 y más años;Hombres;2011;25.944,57
Navarra, Comunidad Foral de;55 y más años;Hombres;2010;24.877,71
Navarra, Comunidad Foral de;55 y más años;Hombres;2009;24.884,58
Navarra, Comunidad Foral de;55 y más años;Hombres;2008;24.389,40
País Vasco;Todas las edades;Ambos sexos;2024;35.170,28
País Vasco;Todas las edades;Ambos sexos;2023;33.504,92
País Vasco;Todas las edades;Ambos sexos;2022;32.313,73
País Vasco;Todas las edades;Ambos sexos;2021;31.063,68
País Vasco;Todas las edades;Ambos sexos;2020;30.224,16
País Vasco;Todas las edades;Ambos sexos;2019;29.476,21
País Vasco;Todas las edades;Ambos sexos;2018;28.470,94
País Vasco;Todas las edades;Ambos sexos;2017;28.204,49
País Vasco;Todas las edades;Ambos sexos;2016;27.480,71
País Vasco;Todas las edades;Ambos sexos;2015;27.571,31
País Vasco;Todas las edades;Ambos sexos;2014;27.786,57
País Vasco;Todas las edades;Ambos sexos;2013;26.915,07
País Vasco;Todas las edades;Ambos sexos;2012;26.535,61
País Vasco;Todas las edades;Ambos sexos;2011;26.370,36
País Vasco;Todas las edades;Ambos sexos;2010;26.593,70
País Vasco;Todas las edades;Ambos sexos;2009;26.162,45
País Vasco;Todas las edades;Ambos sexos;2008;25.547,13
País Vasco;Todas las edades;Mujeres;2024;32.300,14
País Vasco;Todas las edades;Mujeres;2023;31.038,84
País Vasco;Todas las edades;Mujeres;2022;29.314,69
País Vasco;Todas las edades;Mujeres;2021;28.084,16
País Vasco;Todas las edades;Mujeres;2020;27.125,90
País Vasco;Todas las edades;Mujeres;2019;26.197,62
País Vasco;Todas las edades;Mujeres;2018;24.757,18
País Vasco;Todas las edades;Mujeres;2017;24.165,97
País Vasco;Todas las edades;Mujeres;2016;23.428,18
País Vasco;Todas las edades;Mujeres;2015;23.537,06
País Vasco;Todas las edades;Mujeres;2014;23.781,55
País Vasco;Todas las edades;Mujeres;2013;22.687,39
País Vasco;Todas las edades;Mujeres;2012;22.313,41
País Vasco;Todas las edades;Mujeres;2011;22.449,59
País Vasco;Todas las edades;Mujeres;2010;22.706,10
País Vasco;Todas las edades;Mujeres;2009;22.502,47
País Vasco;Todas las edades;Mujeres;2008;21.766,07
País Vasco;Todas las edades;Hombres;2024;37.550,07
País Vasco;Todas las edades;Hombres;2023;35.600,45
País Vasco;Todas las edades;Hombres;2022;35.095,67
País Vasco;Todas las edades;Hombres;2021;33.706,34
País Vasco;Todas las edades;Hombres;2020;33.040,10
País Vasco;Todas las edades;Hombres;2019;32.529,17
País Vasco;Todas las edades;Hombres;2018;31.970,30
País Vasco;Todas las edades;Hombres;2017;31.618,97
País Vasco;Todas las edades;Hombres;2016;31.001,21
País Vasco;Todas las edades;Hombres;2015;31.088,99
País Vasco;Todas las edades;Hombres;2014;31.271
País Vasco;Todas las edades;Hombres;2013;30.312,55
País Vasco;Todas las edades;Hombres;2012;30.084,89
País Vasco;Todas las edades;Hombres;2011;29.492,66
País Vasco;Todas las edades;Hombres;2010;29.708,66
País Vasco;Todas las edades;Hombres;2009;28.889,92
País Vasco;Todas las edades;Hombres;2008;28.264
País Vasco;Menos de 25 años;Ambos sexos;2024;-18.014,86
País Vasco;Menos de 25 años;Ambos sexos;2023;-17.336,05
País Vasco;Menos de 25 años;Ambos sexos;2022;-17.362,39
País Vasco;Menos de 25 años;Ambos sexos;2021;-15.369,90
País Vasco;Menos de 25 años;Ambos sexos;2020;-13.704,57
País Vasco;Menos de 25 años;Ambos sexos;2019;-12.939,75
País Vasco;Menos de 25 años;Ambos sexos;2018;-14.264,80
País Vasco;Menos de 25 años;Ambos sexos;2017;-12.982,54
País Vasco;Menos de 25 años;Ambos sexos;2016;-12.100,06
País Vasco;Menos de 25 años;Ambos sexos;2015;-12.174,76
País Vasco;Menos de 25 años;Ambos sexos;2014;-14.282,37
País Vasco;Menos de 25 años;Ambos sexos;2013;-13.096,53
País Vasco;Menos de 25 años;Ambos sexos;2012;-13.264,03
País Vasco;Menos de 25 años;Ambos sexos;2011;-14.424,20
País Vasco;Menos de 25 años;Ambos sexos;2010;-16.079,90
País Vasco;Menos de 25 años;Ambos sexos;2009;-15.821,24
País Vasco;Menos de 25 años;Ambos sexos;2008;15.405,94
País Vasco;Menos de 25 años;Mujeres;2024;-17.416,82
País Vasco;Menos de 25 años;Mujeres;2023;-14.612,79
País Vasco;Menos de 25 años;Mujeres;2022;-15.953,74
País Vasco;Menos de 25 años;Mujeres;2021;-13.470,37
País Vasco;Menos de 25 años;Mujeres;2020;-12.116,94
País Vasco;Menos de 25 años;Mujeres;2019;-12.403,78
País Vasco;Menos de 25 años;Mujeres;2018;-12.531,71
País Vasco;Menos de 25 años;Mujeres;2017;..
País Vasco;Menos de 25 años;Mujeres;2016;..
País Vasco;Menos de 25 años;Mujeres;2015;..
País Vasco;Menos de 25 años;Mujeres;2014;-12.497,67
País Vasco;Menos de 25 años;Mujeres;2013;..
País Vasco;Menos de 25 años;Mujeres;2012;-11.588,61
País Vasco;Menos de 25 años;Mujeres;2011;-11.232,50
País Vasco;Menos de 25 años;Mujeres;2010;-13.690,94
País Vasco;Menos de 25 años;Mujeres;2009;-14.686,25
País Vasco;Menos de 25 años;Mujeres;2008;-13.309,51
País Vasco;Menos de 25 años;Hombres;2024;-18.377,43
País Vasco;Menos de 25 años;Hombres;2023;-19.359,20
País Vasco;Menos de 25 años;Hombres;2022;-18.494,19
País Vasco;Menos de 25 años;Hombres;2021;-16.477,29
País Vasco;Menos de 25 años;Hombres;2020;-15.560,88
País Vasco;Menos de 25 años;Hombres;2019;-13.423,67
País Vasco;Menos de 25 años;Hombres;2018;-15.723,16
País Vasco;Menos de 25 años;Hombres;2017;-15.894,66
País Vasco;Menos de 25 años;Hombres;2016;..
País Vasco;Menos de 25 años;Hombres;2015;-14.940,63
País Vasco;Menos de 25 años;Hombres;2014;-15.866,85
País Vasco;Menos de 25 años;Hombres;2013;-14.897,31
País Vasco;Menos de 25 años;Hombres;2012;-14.747,59
País Vasco;Menos de 25 años;Hombres;2011;-16.773,87
País Vasco;Menos de 25 años;Hombres;2010;-17.638,23
País Vasco;Menos de 25 años;Hombres;2009;-16.608,80
País Vasco;Menos de 25 años;Hombres;2008;-16.686,62
País Vasco;De 25 a 34 años;Ambos sexos;2024;28.035,29
País Vasco;De 25 a 34 años;Ambos sexos;2023;26.703,24
País Vasco;De 25 a 34 años;Ambos sexos;2022;26.020,07
País Vasco;De 25 a 34 años;Ambos sexos;2021;24.611
País Vasco;De 25 a 34 años;Ambos sexos;2020;24.079,13
País Vasco;De 25 a 34 años;Ambos sexos;2019;23.113
País Vasco;De 25 a 34 años;Ambos sexos;2018;22.163,12
País Vasco;De 25 a 34 años;Ambos sexos;2017;22.136,97
País Vasco;De 25 a 34 años;Ambos sexos;2016;22.045,92
País Vasco;De 25 a 34 años;Ambos sexos;2015;22.437,22
País Vasco;De 25 a 34 años;Ambos sexos;2014;22.996,56
País Vasco;De 25 a 34 años;Ambos sexos;2013;22.128,38
País Vasco;De 25 a 34 años;Ambos sexos;2012;22.509,55
País Vasco;De 25 a 34 años;Ambos sexos;2011;22.821,83
País Vasco;De 25 a 34 años;Ambos sexos;2010;22.785,38
País Vasco;De 25 a 34 años;Ambos sexos;2009;22.589,75
País Vasco;De 25 a 34 años;Ambos sexos;2008;22.232,74
País Vasco;De 25 a 34 años;Mujeres;2024;25.983,60
País Vasco;De 25 a 34 años;Mujeres;2023;24.845,53
País Vasco;De 25 a 34 años;Mujeres;2022;24.212,85
País Vasco;De 25 a 34 años;Mujeres;2021;22.516,60
País Vasco;De 25 a 34 años;Mujeres;2020;22.090,38
País Vasco;De 25 a 34 años;Mujeres;2019;20.620,36
País Vasco;De 25 a 34 años;Mujeres;2018;19.924,54
País Vasco;De 25 a 34 años;Mujeres;2017;19.546,51
País Vasco;De 25 a 34 años;Mujeres;2016;19.863,22
País Vasco;De 25 a 34 años;Mujeres;2015;19.993,47
País Vasco;De 25 a 34 años;Mujeres;2014;20.665,79
País Vasco;De 25 a 34 años;Mujeres;2013;20.362,46
País Vasco;De 25 a 34 años;Mujeres;2012;19.645,69
País Vasco;De 25 a 34 años;Mujeres;2011;20.071,17
País Vasco;De 25 a 34 años;Mujeres;2010;20.550,03
País Vasco;De 25 a 34 años;Mujeres;2009;20.247,06
País Vasco;De 25 a 34 años;Mujeres;2008;19.566,72
País Vasco;De 25 a 34 años;Hombres;2024;29.415,47
País Vasco;De 25 a 34 años;Hombres;2023;27.897,83
País Vasco;De 25 a 34 años;Hombres;2022;27.340,37
País Vasco;De 25 a 34 años;Hombres;2021;26.241,76
País Vasco;De 25 a 34 años;Hombres;2020;25.804,45
País Vasco;De 25 a 34 años;Hombres;2019;25.309,68
País Vasco;De 25 a 34 años;Hombres;2018;24.678,99
País Vasco;De 25 a 34 años;Hombres;2017;24.405,89
País Vasco;De 25 a 34 años;Hombres;2016;23.835,97
País Vasco;De 25 a 34 años;Hombres;2015;24.805,65
País Vasco;De 25 a 34 años;Hombres;2014;25.146,90
País Vasco;De 25 a 34 años;Hombres;2013;23.771,72
País Vasco;De 25 a 34 años;Hombres;2012;25.491,85
País Vasco;De 25 a 34 años;Hombres;2011;25.390,89
País Vasco;De 25 a 34 años;Hombres;2010;24.963,12
País Vasco;De 25 a 34 años;Hombres;2009;24.698,84
País Vasco;De 25 a 34 años;Hombres;2008;24.654,31
País Vasco;De 35 a 44 años;Ambos sexos;2024;34.454,02
País Vasco;De 35 a 44 años;Ambos sexos;2023;32.512,52
País Vasco;De 35 a 44 años;Ambos sexos;2022;31.513,15
País Vasco;De 35 a 44 años;Ambos sexos;2021;29.716,31
País Vasco;De 35 a 44 años;Ambos sexos;2020;29.288,01
País Vasco;De 35 a 44 años;Ambos sexos;2019;29.783,30
País Vasco;De 35 a 44 años;Ambos sexos;2018;28.256,17
País Vasco;De 35 a 44 años;Ambos sexos;2017;28.157,49
País Vasco;De 35 a 44 años;Ambos sexos;2016;27.469,89
País Vasco;De 35 a 44 años;Ambos sexos;2015;27.748,68
País Vasco;De 35 a 44 años;Ambos sexos;2014;27.586,45
País Vasco;De 35 a 44 años;Ambos sexos;2013;27.000,38
País Vasco;De 35 a 44 años;Ambos sexos;2012;26.625,89
País Vasco;De 35 a 44 años;Ambos sexos;2011;26.881,43
País Vasco;De 35 a 44 años;Ambos sexos;2010;26.550,26
País Vasco;De 35 a 44 años;Ambos sexos;2009;26.148,98
País Vasco;De 35 a 44 años;Ambos sexos;2008;25.649,47
País Vasco;De 35 a 44 años;Mujeres;2024;31.196,15
País Vasco;De 35 a 44 años;Mujeres;2023;30.145,12
País Vasco;De 35 a 44 años;Mujeres;2022;28.658,46
País Vasco;De 35 a 44 años;Mujeres;2021;26.715,69
País Vasco;De 35 a 44 años;Mujeres;2020;26.054,18
País Vasco;De 35 a 44 años;Mujeres;2019;25.749,86
País Vasco;De 35 a 44 años;Mujeres;2018;24.042,03
País Vasco;De 35 a 44 años;Mujeres;2017;24.096,09
País Vasco;De 35 a 44 años;Mujeres;2016;23.765,20
País Vasco;De 35 a 44 años;Mujeres;2015;23.623,18
País Vasco;De 35 a 44 años;Mujeres;2014;23.146,07
País Vasco;De 35 a 44 años;Mujeres;2013;22.401,89
País Vasco;De 35 a 44 años;Mujeres;2012;21.956,78
País Vasco;De 35 a 44 años;Mujeres;2011;22.529,06
País Vasco;De 35 a 44 años;Mujeres;2010;22.720,57
País Vasco;De 35 a 44 años;Mujeres;2009;22.495,75
País Vasco;De 35 a 44 años;Mujeres;2008;21.506,66
País Vasco;De 35 a 44 años;Hombres;2024;37.252,71
País Vasco;De 35 a 44 años;Hombres;2023;34.459,27
País Vasco;De 35 a 44 años;Hombres;2022;34.075,58
País Vasco;De 35 a 44 años;Hombres;2021;32.455,01
País Vasco;De 35 a 44 años;Hombres;2020;32.059,17
País Vasco;De 35 a 44 años;Hombres;2019;33.273,44
País Vasco;De 35 a 44 años;Hombres;2018;32.269,51
País Vasco;De 35 a 44 años;Hombres;2017;31.569,47
País Vasco;De 35 a 44 años;Hombres;2016;30.993,76
País Vasco;De 35 a 44 años;Hombres;2015;31.395,59
País Vasco;De 35 a 44 años;Hombres;2014;31.514,55
País Vasco;De 35 a 44 años;Hombres;2013;30.697,73
País Vasco;De 35 a 44 años;Hombres;2012;30.725,94
País Vasco;De 35 a 44 años;Hombres;2011;30.582,54
País Vasco;De 35 a 44 años;Hombres;2010;29.918,84
País Vasco;De 35 a 44 años;Hombres;2009;29.168,94
País Vasco;De 35 a 44 años;Hombres;2008;28.863,74
País Vasco;De 45 a 54 años;Ambos sexos;2024;37.734,93
País Vasco;De 45 a 54 años;Ambos sexos;2023;35.760,08
País Vasco;De 45 a 54 años;Ambos sexos;2022;34.863,43
País Vasco;De 45 a 54 años;Ambos sexos;2021;33.292,36
País Vasco;De 45 a 54 años;Ambos sexos;2020;32.262,43
País Vasco;De 45 a 54 años;Ambos sexos;2019;31.687,91
País Vasco;De 45 a 54 años;Ambos sexos;2018;31.217,08
País Vasco;De 45 a 54 años;Ambos sexos;2017;30.004,83
País Vasco;De 45 a 54 años;Ambos sexos;2016;29.497,33
País Vasco;De 45 a 54 años;Ambos sexos;2015;29.469,78
País Vasco;De 45 a 54 años;Ambos sexos;2014;30.453,61
País Vasco;De 45 a 54 años;Ambos sexos;2013;29.391,21
País Vasco;De 45 a 54 años;Ambos sexos;2012;29.583,22
País Vasco;De 45 a 54 años;Ambos sexos;2011;29.332,86
País Vasco;De 45 a 54 años;Ambos sexos;2010;30.715,70
País Vasco;De 45 a 54 años;Ambos sexos;2009;29.480,32
País Vasco;De 45 a 54 años;Ambos sexos;2008;29.262,48
País Vasco;De 45 a 54 años;Mujeres;2024;33.950,21
País Vasco;De 45 a 54 años;Mujeres;2023;32.588,26
País Vasco;De 45 a 54 años;Mujeres;2022;30.726,60
País Vasco;De 45 a 54 años;Mujeres;2021;29.431,60
País Vasco;De 45 a 54 años;Mujeres;2020;28.633,10
País Vasco;De 45 a 54 años;Mujeres;2019;27.816,72
País Vasco;De 45 a 54 años;Mujeres;2018;26.782,12
País Vasco;De 45 a 54 años;Mujeres;2017;25.708,80
País Vasco;De 45 a 54 años;Mujeres;2016;24.660,16
País Vasco;De 45 a 54 años;Mujeres;2015;24.712
País Vasco;De 45 a 54 años;Mujeres;2014;25.777,62
País Vasco;De 45 a 54 años;Mujeres;2013;24.387,93
País Vasco;De 45 a 54 años;Mujeres;2012;24.519,87
País Vasco;De 45 a 54 años;Mujeres;2011;24.575,78
País Vasco;De 45 a 54 años;Mujeres;2010;25.338,67
País Vasco;De 45 a 54 años;Mujeres;2009;25.342,01
País Vasco;De 45 a 54 años;Mujeres;2008;25.297,37
País Vasco;De 45 a 54 años;Hombres;2024;41.078,92
País Vasco;De 45 a 54 años;Hombres;2023;38.666,34
País Vasco;De 45 a 54 años;Hombres;2022;38.890,84
País Vasco;De 45 a 54 años;Hombres;2021;36.817,22
País Vasco;De 45 a 54 años;Hombres;2020;35.682,42
País Vasco;De 45 a 54 años;Hombres;2019;35.577,08
País Vasco;De 45 a 54 años;Hombres;2018;35.058,63
País Vasco;De 45 a 54 años;Hombres;2017;33.749,23
País Vasco;De 45 a 54 años;Hombres;2016;33.672,87
País Vasco;De 45 a 54 años;Hombres;2015;33.668,89
País Vasco;De 45 a 54 años;Hombres;2014;34.813,37
País Vasco;De 45 a 54 años;Hombres;2013;33.381,74
País Vasco;De 45 a 54 años;Hombres;2012;33.567,69
País Vasco;De 45 a 54 años;Hombres;2011;32.991,72
País Vasco;De 45 a 54 años;Hombres;2010;34.669,77
País Vasco;De 45 a 54 años;Hombres;2009;32.367,44
País Vasco;De 45 a 54 años;Hombres;2008;31.997,43
País Vasco;55 y más años;Ambos sexos;2024;39.204,11
País Vasco;55 y más años;Ambos sexos;2023;37.725,46
País Vasco;55 y más años;Ambos sexos;2022;36.066,46
País Vasco;55 y más años;Ambos sexos;2021;34.402,60
País Vasco;55 y más años;Ambos sexos;2020;33.632,07
País Vasco;55 y más años;Ambos sexos;2019;32.665,85
País Vasco;55 y más años;Ambos sexos;2018;31.692,85
País Vasco;55 y más años;Ambos sexos;2017;30.904,33
País Vasco;55 y más años;Ambos sexos;2016;29.974,83
País Vasco;55 y más años;Ambos sexos;2015;30.319,10
País Vasco;55 y más años;Ambos sexos;2014;30.153,21
País Vasco;55 y más años;Ambos sexos;2013;29.243,42
País Vasco;55 y más años;Ambos sexos;2012;27.879,90
País Vasco;55 y más años;Ambos sexos;2011;28.176,53
País Vasco;55 y más años;Ambos sexos;2010;28.861,03
País Vasco;55 y más años;Ambos sexos;2009;28.166,73
País Vasco;55 y más años;Ambos sexos;2008;28.102,36
País Vasco;55 y más años;Mujeres;2024;36.050,03
País Vasco;55 y más años;Mujeres;2023;34.772,91
País Vasco;55 y más años;Mujeres;2022;32.565,55
País Vasco;55 y más años;Mujeres;2021;31.433,73
País Vasco;55 y más años;Mujeres;2020;30.637,04
País Vasco;55 y más años;Mujeres;2019;29.995,02
País Vasco;55 y más años;Mujeres;2018;28.714,39
País Vasco;55 y más años;Mujeres;2017;26.316,75
País Vasco;55 y más años;Mujeres;2016;25.167,41
País Vasco;55 y más años;Mujeres;2015;26.318,64
País Vasco;55 y más años;Mujeres;2014;26.420,48
País Vasco;55 y más años;Mujeres;2013;24.623,99
País Vasco;55 y más años;Mujeres;2012;24.855,59
País Vasco;55 y más años;Mujeres;2011;25.505,73
País Vasco;55 y más años;Mujeres;2010;25.007,14
País Vasco;55 y más años;Mujeres;2009;23.439,15
País Vasco;55 y más años;Mujeres;2008;23.960,47
País Vasco;55 y más años;Hombres;2024;41.969,49
País Vasco;55 y más años;Hombres;2023;40.514,34
País Vasco;55 y más años;Hombres;2022;39.787,66
País Vasco;55 y más años;Hombres;2021;37.133,42
País Vasco;55 y más años;Hombres;2020;36.421,42
País Vasco;55 y más años;Hombres;2019;35.233,24
País Vasco;55 y más años;Hombres;2018;34.466,88
País Vasco;55 y más años;Hombres;2017;34.564,43
País Vasco;55 y más años;Hombres;2016;33.710,09
País Vasco;55 y más años;Hombres;2015;33.424,23
País Vasco;55 y más años;Hombres;2014;32.771,16
País Vasco;55 y más años;Hombres;2013;32.377,38
País Vasco;55 y más años;Hombres;2012;29.847,83
País Vasco;55 y más años;Hombres;2011;29.686,86
País Vasco;55 y más años;Hombres;2010;30.995,04
País Vasco;55 y más años;Hombres;2009;30.561,81
País Vasco;55 y más años;Hombres;2008;29.821,47
Rioja, La;Todas las edades;Ambos sexos;2024;27.855,40
Rioja, La;Todas las edades;Ambos sexos;2023;26.319,06
Rioja, La;Todas las edades;Ambos sexos;2022;24.903,38
Rioja, La;Todas las edades;Ambos sexos;2021;23.716,88
Rioja, La;Todas las edades;Ambos sexos;2020;23.292,63
Rioja, La;Todas las edades;Ambos sexos;2019;22.877,13
Rioja, La;Todas las edades;Ambos sexos;2018;22.641,17
Rioja, La;Todas las edades;Ambos sexos;2017;22.234,21
Rioja, La;Todas las edades;Ambos sexos;2016;21.999,02
Rioja, La;Todas las edades;Ambos sexos;2015;21.756,79
Rioja, La;Todas las edades;Ambos sexos;2014;21.954,10
Rioja, La;Todas las edades;Ambos sexos;2013;20.628,81
Rioja, La;Todas las edades;Ambos sexos;2012;20.346,24
Rioja, La;Todas las edades;Ambos sexos;2011;20.996,76
Rioja, La;Todas las edades;Ambos sexos;2010;21.035,86
Rioja, La;Todas las edades;Ambos sexos;2009;21.179,93
Rioja, La;Todas las edades;Ambos sexos;2008;20.674,16
Rioja, La;Todas las edades;Mujeres;2024;25.840,18
Rioja, La;Todas las edades;Mujeres;2023;24.307,34
Rioja, La;Todas las edades;Mujeres;2022;22.264,39
Rioja, La;Todas las edades;Mujeres;2021;21.135,77
Rioja, La;Todas las edades;Mujeres;2020;20.959,44
Rioja, La;Todas las edades;Mujeres;2019;20.377,23
Rioja, La;Todas las edades;Mujeres;2018;19.770,93
Rioja, La;Todas las edades;Mujeres;2017;19.353,55
Rioja, La;Todas las edades;Mujeres;2016;19.047,20
Rioja, La;Todas las edades;Mujeres;2015;18.762,15
Rioja, La;Todas las edades;Mujeres;2014;18.959,85
Rioja, La;Todas las edades;Mujeres;2013;17.435,56
Rioja, La;Todas las edades;Mujeres;2012;17.486,66
Rioja, La;Todas las edades;Mujeres;2011;18.328,41
Rioja, La;Todas las edades;Mujeres;2010;18.131,05
Rioja, La;Todas las edades;Mujeres;2009;18.702,22
Rioja, La;Todas las edades;Mujeres;2008;18.364,20
Rioja, La;Todas las edades;Hombres;2024;30.027,67
Rioja, La;Todas las edades;Hombres;2023;28.482,01
Rioja, La;Todas las edades;Hombres;2022;27.741,60
Rioja, La;Todas las edades;Hombres;2021;26.488,06
Rioja, La;Todas las edades;Hombres;2020;25.664,88
